text, labeling
국내 기부금단체들 전부 정치자금으로들어감 ㅋㅋ 걱정마라 내가 해먹어줄게 ㅋㅋ, 3
특히 길거리에서 정기기부신청하지마시길 후원홍보회사한테 돈 엄청 간다네요, 3
문제는 내가 후원하는 만큼 정부 복지비는 그만큼 빠진다고 들었어요. 이 부분도 확인해봐야할듯, 3
물품 기부한 거 공무원 들이 끼리끼리 해쳐먹고 나눠먹고 한거 보고 경악했다 니들이 인간이냐? 그거 보고 아무것도 못 믿겠음., 3
애기들 기부금건들면 뒤진다 진짜, 3
저도 몇년전에 기부 단체에 한달식 5만원식 기부 자동 해놔는데.. 알고봐더니.기부사기업체더라고요.고소해놔지만.잠수타서 6년째 조사중입니다. 사기많아 기부하고싶어도 못하는사람들많다는겁니다., 2
국가와 재벌 대기업이 이렇세 많은데 왜 시민들한테 기부금 요구하는지 의문이다. 모든 지원금 뒤엔 디 비리가 잇는거지. 대통령도 영부인도 못믿는 세상에서. ㅋㅋ, 3
기부받아서 지네들끼리 사적으로 쓰는 단체는 전원 구속해야합니다., 3
너무 유용한 기사에요 감사합니다, 1
구세군 제일 나쁜 비리단체. 한국 구세군이 가장 악날함, 3
기부하려합니다 좋은 정보 감사드립니다~, 0
"3살때부터 나이 여든 할머니랑 단둘이 살았음.엄청 가난했는데 기부단체에서 도움이라곤 1원도 받아본적 없다.나라에 부모 없는 소년소녀가장으로 등록돼서 20만원수급비 받는거랑 에서 컴퓨터, 전화통신료 후원해줌. 학교쌤들도 내 딱한 사정을 다 알아서 2만원씩 걷어가지고 3번정도 장학금 형태로 도와주심.중학생때 선생님 따라서 독거노인 집 도배봉사하는 단체에 간적이 있는데 실제 봉사하는 사람은 6명뿐. 나머지 15명 남짓은 밥먹을때 와서 술마시고 현수막 같은거 들고 사진만 찍더라. 그거 보고 기부단체 더더욱 안믿게됨.", 3
국내는 구청 같은 공인된 방법이 있지만 해외는 이런 방법이 없나요 개도국의 어린이들을 돕고 싶지만 용도 지정 방법 구글링해도 명쾌하게 안 나오고 어떻게 해야 할지 모르겠네요, 2
국민 25252503096156 천원만 주세요.., 3
"후원금의 많은 부분이 직원 인건비로 쓰이는게 현실이고, 주객전도가 되서 후원자들의 만족감 유지와 지속적 후원 유도를 위해 아이들한테 원치도 않는 편지를 써오라거나, 크리스마스 산타 모자를 씌워 사진을 찍게 한다거나, 이런 행위들은 안했으면 좋겠습니다. 연말 송년 행사에도 비싼 장소를 대관해서 고액 후원자들만 초청해서 포상하는 그런 사업은.. 글쌔요..", 3
도와주고 싶은데 고약하고 교활한 인간이 너무 많아서 기부단체는 꺼려지는데 좋은 방법이네요., 3
0.1 오차없이 기부금을 투명하게 공개해야됩니다. 어려운 이웃을 돕고 싶어서 기부를 했는데 몇 기부단체들이 비리 또는 뒷주머니로 챙기는 경우가 언론에서 나온 적이 있었습니다 이런 부분은 확실하게 관리해야되고 국가에서 적극적으로 잘 쓰이고 있는지 확인 및 점검이 필요합니다, 3
유엔난민기구도 하마스연류라고 기부금이테러무기에 쓰일수있다하고 기부하고싶어도 믿을수없음, 3
"여러분 5개월이 지났는데 정기후원 3만원 이랍니다..저거들 월급,광고비입니다..만원 모아서 9천원 송금하세요..쓰레기들아.", 3
김초아 편집 더 열심히 해야겠네 . . 포트폴리오로도 못쓰겠다, 3
아몰라 솔까 어디 거쳤다가 전달되는거 자체가 못미더움 개인계좌를 알려주는게 시급함 그게 지원이지 어디거쳤다 주는게 먼 지원이야, 3
밀알 없어져야됨, 3
기부하겠습니다., 0
기집 뭐라는 단체는 거르는게답, 3
"투명하게 기부할 수 있어야 기부하는 사람들이 많아집니다. 곧장기부 이용하는데 소액이지만 내 돈이 어떻게 쓰이는지 일일히 알림톡이 오고 후기도 보여서 좋았어요. 다만 지역아동 한정이라는 점이 아쉬웠는데 독거노인, 다양한 환자들 지원 등 더 많은 카테고리가 이렇게 투명하게 운영됐으면 하는 바람입니다.", 2
후원 업체들 이사들 연봉만 1억이 넘음 과연 어디서 월급이 나올까요, 3
운영비 13.1퍼? 왜? 애초에 봉사 타이틀단 직업이 왜필요한거? 나 내친구 가족 이웃 누구도 할 수있는거잖아, 3
기부금은 전액 기부가되야지..기부금이 직원비용등.으로나가는것도 웃긴다. 어려운사람 먹고살게하는거지..봉사하는사람 직장마련비조인가. 정부에서 전액 기부가되는 시스템만들고 투명하게 쓰이는것도 공개되어야 기부가 잘되지., 3
기부금에 세금이나 떼지 마라, 3
"이렇게 하는게 맞는듯. 중간 도매상 처럼 복지사업에도 중간에 회사가 껴서 유지하는게 말이되나, 걍 다이렉트로 주는게 맞지", 3
후원금이나 기부금을 절대로 종교단체나 센터 같은 곳에 하지 말고 도움이 필요한 개인에게 바로 기부금이 갈수 있도록 해야합니다. 단체는 대부분 비리가 많고 종교단체는 음흉하게 속내를 숨기면서 돈만 갈취하는 곳도 많다고 들었습니다., 3
종교집단에서 이런 돈을 많이 모으는 것 같은데 내가 기부한 돈을 빼돌릴것 같아서 선뜻 기부하기가 꺼려지네요. 국가에서 선한 시민들의 기부가 악덕꾼들의 손에 들어가는지 잘 점검해주면 좋겠습니다., 3
맞아요 나라에서도 후원이 많으니 직접하는게 좋을거같네요 원장들이 싫어하든 말든 너무 비싸지 않은걸로 직접하는게 어떨지 아니면 애들 통장으로 직접 후원하는것도 좋다고 생각되네요, 2
솔직히 기부 좋지만 나라에서 새는 돈만 잡아도 충분히 저거 이상으로 해준다, 3
참 고약한 놈들.. 힘든 사회적 약자 도으라니까 지들이 딱아썻내.. 능지를 멸해야한다, 3
이런 모금 사업 은 일반인이 보 험 국민연금 처 럼 거두어 관리 를 하다 보면 그 거두어들인돈에 서 자기들 수입 이라며 불법 공 제하여 횡령 할 수 있으니 나라 정부기관인 보 건 복지부에서 거두어 전국어 려운 가정에 지 원을 해야 합니 다, 3
보이스 피싱 꼼수일수도 있으니 유튜 브 네이버 광 고창의 이웃 돕기 광고는 주의 해야겠 어요, 3
별 풍선 쏘지말고 기부하자., 3
"유니세프 등등 기부하지 마시길..만원내면 800 원 간다드만 요즘은 2만원..광고비,직원월급,보너스로 다 나갑니다", 3
이런데 지금 한 단체에게 릴레이 기부하는 중인.., 2
많은 사람들이 모두 좋은 뜻으로 후원을 하는데 후원금을 모아 필요한 사람들에게 전달하는 후원단체들은 반드시 이런 후원금들이 필요한 사람들에게 잘 전달될 수 있도록 해야 합니다. 도움이 필요한 사람들에게 도움을 줄 수 있도록 여러분의 많은 후원 동참을 부탁드립니다. 사람들이 후원한 금액들을 모아 만든 후원금을 중간에서 다른 사람들이 자신들의 사익을 위해 가로채는 비리는 절대로 일어나서는 안되는 일입니다., 1
기부단체 일단 거르고 봄. 관공서에 기부하는게 가장 투명한듯.., 3
"강아지,동물들도 이런시스템이 있으면 좋겠습니다", 1
초록우산도 개판이더만 페미니즘 전파에 아이들까지 희생시키는 쓰레기, 3
공무원이 불법적으로 돈을 빼갈 수 있다고 우려 하는 사람들이 많은데 사기업은 합법적으로 돈을 빼갑니다., 3
"일반후원 업체 운영비로 쓰는 13.1 만큼 수혜자에게 가도록, 시청,구청이나 주민센터에 직접 후원하면 100 수혜자에게 전달 됩니다.", 2
유니0프 기타 유명한 기부업체들 자기들 월급 할동비 기타등등 다 쓰고 남은돈 조금 어려운사람들 한테 돌아감 한마디로 사기지, 3
단체를 통해서 하는거니깐 일정부분 단체들이 운영하는데 쓰이는것정도는 이해하는데 뗴가는것도 정도껏이어야지, 3
세이브더 칠드런에 기부하세요!, 0
쿠팡이츠 좀 줄이고 어린이들에게 기부해야겠네, 0
1만원을 기부하면 3백원정도만 간다는데, 2
공무원 믿으라는애기? 웃지요, 3
"연말 기부하려 해도 방송사,단체에서 중간에 떼먹으니 기부를 망설여 지는게 사실 인데 잘 됐네요.", 3
기부하려고 돈 모으고 있었는데 도움됐네요 감사합니다!, 1
기부하면. 쓴돈 공개 안하면 나는절대 기부 절대않는다, 3
너무 좋은 영상입니다, 1
그냥 공무원 통해서 하는게 가장 편함 ㅋㅋ 사실상 감시가 가장 빡센곳이라 사설 재단에 기부하는것보다 훨씬 나음, 2
돈 기부 눈먼 돈 소비가 기부다, 3
최소한 유니세프에는 기부하지마세요. 쇳조각 팔찌 팔면서 그 비싼 네이버 메인광고 띄우는게 무슨 후원단체겠습니까. 짐작컨데 3만원 기부하면 실제로 아이들에게 도착하는 금액의 가치는 30원도 안될겁니다., 3
유재석 아이유 이런 연예인들이 매일 몇억씩 기부하면 뭐하냐 70는 직원들 주머니로 가는데 ㅅㅂ 어르신들이랑 아이들 도와주는돈가지고 그러지마라 나중에 업보 진짜 다돌아온다, 3
너무 슬퍼 이런 광고 계속보여줘 후원꼭할게, 0
주는지 안주는지 직접적으로 본것도 아니고 주작질 인지 아닌지 어떡해 믿고 알지?, 3
국가에서하는것도 못믿겠다 ㅜㅜ, 3
"초록우산재단 모금 금액에서 13? 270억이상 관리비용등 기타비용으로 나가네, 대단한 사업이군. 기부단체에서 불우이웃들 광고하는거 보면 진짜 후원하고 싶어도 저런놈들 앉아서 배불리 돈벌게 해주고 싶지는 않다.", 3
초록우산 짱, 1
너무 감동 입니다 저도 요변에 결연아동 시작 햇어요, 0
이런 영상 더 많았으면 좋겠어요, 1
대단합니다. 저 아이들은 엄마가 얼마나 자랑스러울까요? 존경하고 가정에 평화가있기를, 1
저싫어요둘은뭐냐?, 2
정말 감동적이네요! 저도 오늘 결연아동에게 편지써야겠어요, 0
너무 감동적이네요, 1
맑은 눈망울처럼 착하고 선한일에 늘 앞장선 호중님 잘하셨네요 ~받는이보다 베풀때 그느낌은 겪어보지않은자는 모릅니다 앞으로의삶도 이루고자하는 모든것 (카네기홀공연 빌보드차트 1위) 전세계가 놀라는 유일무일한 가수 모두 이루어지길 진심으로 바랍니다 기도할께요 호중님 ~, 1
보세요~ 호중씨의 마음이 우리가 웃으며 사는 세상입니다 구석구석을 살피는 호중님 정말 훌륭합니다, 1
김호중가수님께 배울게너무많아요 저런사람또없을겁니다 사랑하고 존경스럽네요~, 1
김호중 님의 이웃돌보기 가 선한 인성 진실한 귀중한 최고의 가수입니다건강하게 어디서든 편한한 마음으로 군대생활하고 오세요 함께하는 마음으로 기달겠습니다, 1
김호중님! 선한 일을 끝없이 하시니 존경 하고 사랑합니다. 그러나 당신이 부자가 되었으면좋겠어요. 아늑한 집도 사고 음악 할수있는 건물도사고. 그래야 언제인가 행복한 가정도갖었으면 간절한 바램입니다. . 돈관리잘하세요, 1
너무멋져요.이리도.좋은일들만.하는.김호중님..군입대.직전까지.참.대단하십니다.어느누가.이러는지.아무도.할수가없는일을.하는.심성.., 1
참 인정많고 정많은 우리호중님 부디건강히 군복무최선을 다하시고 오십시요! 더욱 멋진 우리호중님되어 오신날 신나게 웃어봅시다 기다리겠습니다! 화이팅!, 1
어쩜 이리도 맘이 따뜻할까요 울 별님 사람이 있다고 남 돕는게 아니잖아요 노래도 갑 인성도 갑 최고 최고 울 호중님~^^, 1
마지막 까지 좋은일하고 복무 떠난 호중님 잘 다녀 오세요, 1
또 기부 역시 가는날까지 잘~했소 김호중 팬층이 점점 폭이넓어져서 온국민이 모두 호중 팬 되기를 기도합니다~, 1
호중님 어찌 이렇게 마음 씀씀이가 예쁜가요? 호중님을 사랑하고 존경합니다, 1
김호중 별님 어쩜 군대가기 하루전날까지 역시 김호중 별님 이네요 아리스님들이 좋아할수밖에 없네요변함없이 영원히 응원합니다 김호중 화이팅, 1
아이구 우리호중님을 어쩐다냐 내일이면 보내야하는데 맴이 아프네요 국방의 의무 잘하고 건강한모습으로 만나요 오랜시간이 걸려도 우린 기다려야죠 잠시만 안녕해요, 1
호중님 너무 착한 별님 이젠 음악작업실도 만들고 집도사고 차도사고 부자됬으면좋겠어요 우리펜들도 그런 호중님 모습보고싶어요, 1
우리호중님 미담이 흘러나오는 기사만 들어도 마음이 뿌듯하다 어릴때 갖고싶었던 마음을 사랑으로 행동으로 표현하네요 호중님 군 입대 전 날까지 훈훈한소식 팬으로서 매우매우 감사합니다, 1
김호중님 분명히 선한 영향력으로 우리에게 있을 겁니다 군복무 잘 하고 오세요 모두가 학수고대하구 기다릴께요, 1
역시.착한호중님.베풀고.기도하는그마음..하늘이돕습니다.늘기도하고.건강히.군복무.성실히.마치고..그때까지기다리고.기도할께요., 1
